744,218 W. Broad St.,3,NULL,sale,"FOR SALE - 10,064 SF","OVER $200,000 PRICE REDUCTION","<p>Price has been reduced $100K. Located on 1 acre +/-, building would be well suited for any commercial, office, professional or retail use.</p>","<p>Price has been reduced $100K. Located on 1 acre +/-, building would be well suited for any commercial, office, professional or retail use.</p>",218 W. Broad St.,,Burlington,nj,,Burlington,40.0763046,-74.862742,"68 

",Bank Owned,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,8536b10d98de3e6a30a853e59bd7c6fe,NULL,NULL,1
745,921 Pleasant Valley Ave.,3,NULL,"sale
lease","FOR SALE/LEASE: +/- 15,300 SF OFFICE - MT LAUREL, NJ",HIGH VISIBILITY STAND ALONE BUILDING,"<p>Great stand alone office building located at the signalized intersection of Pleasant Valley/Church Rd. Office has 10,275 SF on 1st Floor and 5,015 SF on 2nd Floor. Former American Express Travel.</p>","<p>Great stand alone office building located at the signalized intersection of Pleasant Valley/Church Rd. Office has 10,275 SF on 1st Floor and 5,015 SF on 2nd Floor. Former American Express Travel.</p>",921 Pleasant Valley Ave.,,Mount Laurel,nj,,,39.9448999,-74.9413,"68 

",SOLD,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,9a4ba187a24a997fae7b75d9d7f4a58e,NULL,NULL,1
746,306 W. Somerdale Rd.,3,NULL,sale,"FOR SALE: 6,412 SF OFFICE BUILDING","SOMERDALE RD, VOORHEES, NJ",<p>Minutes away from the Voorhees Town Center. Convenient access to Route 295. Efficient security system. Prominent signage.</p>,<p>Minutes away from the Voorhees Town Center. Convenient access to Route 295. Efficient security system. Prominent signage.</p>,306 W. Somerdale Rd.,,Voorhees,nj,8043,Camden,39.849164,-75.009968,"65 
67 
",Price Reduced,6412,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,847bbfed1955b0259aef04f775934425,NULL,NULL,1
748,"112 Haddontowne Ct., Suite 103",3,NULL,"sale
lease",FOR SALE/LEASE,PROFESSIONAL OFFICE CONDO,<p>Spacious professional two story office condo. Perfect for any professional. Unit has both private offices and large open areas. Features (2) bathrooms and full kitchenette. Located 1 block from I-295 &amp; Rt. 561 between Cherry Hill and Voorhees.</p>,<p>Spacious professional two story office condo. Perfect for any professional. Unit has both private offices and large open areas. Features (2) bathrooms and full kitchenette. Located 1 block from I-295 &amp; Rt. 561 between Cherry Hill and Voorhees.</p>,"112 Haddontowne Ct., Suite 103",,Cherry Hill,nj,8034,Camden,NULL,NULL,72 ,Price Reduced,0,0,0,,0,,,,,,,,,,NULL,169c594b53029953681dcb2af528078f,NULL,NULL,1
749,327 White Horse Pike,3,NULL,sale,"FOR SALE: 2,750 SF OFFICE BUILDING LAWNSIDE, NJ",LOCATED ON WHITE HORSE PIKE AT TRAFFIC LIGHT,"<p>Two story 2,750 SF office building located on the White Horse Pike. Directly across from Lowes and next to Susquehanna Bank. Completely renovated in 2007 and in great overall condition.</p>","<p>Two story 2,750 SF office building located on the White Horse Pike. Directly across from Lowes and next to Susquehanna Bank. Completely renovated in 2007 and in great overall condition.</p>",327 White Horse Pike,,Lawnside,nj,8045,Camden,39.86943944,-75.04534429,"68 

",SOLD,0,0,0,SRC-1 (specially restricted commercial),0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,29cc44e1ff26a871810a37d359b8c325,NULL,NULL,1
750,"20 Brace Road, Suite 300",3,NULL,lease,"6,300 SQ. FT. OFFICE IN CHERRY HILL",PREMIER LOCATION,<p>Ideal for professional office. Close proximity to the intersection of Route 70 and Kings Highway. Convenient to I-295 and Center City Philadelphia.</p>,<p>Ideal for professional office. Close proximity to the intersection of Route 70 and Kings Highway. Convenient to I-295 and Center City Philadelphia.</p>,"20 Brace Road, Suite 300",,Cherry Hill,nj,8034,Camden,39.91106556,-75.01122817,63 ,,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,6f4e2aaddcf6e00aab799ef6df7e6f3f,NULL,NULL,1
751,1645 Blackwood Clementon Rd,3,NULL,"sale
lease",FREE STANDING BUILDING,COMPLETELY RENOVATED,<p>Completely renovated free-standing building.</p>,<p>Completely renovated free-standing building.</p>,1645 Blackwood Clementon Rd,,Gloucester,nj,8012,Camden,39.8028388,-75.0507784,"64 

",SOLD,0,0,0,Neighborhood Commercial,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,3352bf1dc2551570ed9543c6c8a9b9aa,NULL,NULL,1
752,Rutgers Casualty Building,3,NULL,"sale
lease",OFFICE SPACE FOR LEASE,PROFESSIONAL/MEDICAL,"<p>32,000 square feet located in desirable Cherry Hill directly across from Kennedy Hospital and minutes from Center City Philadelphia. Ideal for professional/medical office tenants. Join UMDNJ and Rutgers Insurance Group.</p>","<p />32,000 square feet located in desirable Cherry Hill directly across from Kennedy Hospital and minutes from Center City Philadelphia. ",2250 Chapel Avenue,,Cherry Hill,nj,8002,Camden,39.929125,-75.015645,"380

",,32000,0,0,Office,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,f60bfdb4ead2d19e580ca0423fac3fde,NULL,NULL,1
753,188 Fries Mill Road,3,NULL,"sale
lease",WASHINGTON TOWNSHIP OFFICE CONDO,FOR SALE,<p>Freestanding office condo in Fries Mills Pavilions. 1 mile from both Kennedy Hospital &amp; New Virtua Medical Complex. Below market value price.</p>,<p>Freestanding office condo in Fries Mills Pavilions. 1 mile from both Kennedy Hospital &amp; New Virtua Medical Complex. Below market value price.</p>,188 Fries Mill Road,,Turnersville,nj,8012,Gloucester,39.7370413,-75.0468679,"67 

",Under Agreement,0,0,0,HC,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,08c52cb54c09ce142d47b9cef30cd666,NULL,NULL,1
754,23 West Park Ave,3,NULL,sale,BANK OWNED PROPERTY,FOR SALE,<p>Income producing investment property</p>,<p>Income producing investment property</p>,23 West Park Ave,,Merchantville,nj,8109,Camden,39.95057391,-75.05037425,64 ,New,0,0,0,B1 - Central Business District ,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,f8a7caa217fe2bd575df610c9bae0ff3,NULL,NULL,1
755,"EIRC, 900 Hollydell Court",3,NULL,"sale
lease",WASHINGTON TWP OFFICE BUILDING WITH INCOME,FOR SALE,"<p>Completely renovated office building. Building has solar panels on roof that virtually eliminate utility bills as well as generate approximately $19,000 in excess income for another 11 years. Owner of building is willing to lease back 700/sf with separate.</p>","<p />Completely renovated office building. Building has solar panels on roof that virtually eliminate utility bills as well as generate approximately $19,000 in excess income.",900 Hollydell Court,,Sewell,nj,8080,Gloucester,39.74613125,-75.11164054,"67
381
",Price Reduced,0,0,0,HC,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,afc9bf75a89f018eaa8af26dbb37586f,NULL,NULL,1
756,17 West Knight Ave,3,NULL,"sale
lease",FOR SALE/LEASE,FREE STANDING BUILDING,<p>Walking distance to downtown Collingswood.</p>,<p>Walking distance to downtown Collingswood.</p>,17 West Knight Ave,,Collingswood,nj,8108,Camden,39.916852,-75.073022,64 ,,0,0,0,Commercial,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,b4623276a9c58cc59724ffafa2b424da,NULL,NULL,1
757,The Ellipse Center,4,NULL,lease,RETAIL AND OFFICE SPACE AVAILABLE,THE ELLIPSE CENTER,<p>Located at a signalized intersection. Great visibility from Route 73. Immediate access to and from NJ Turnpike and Interstate 295. Minutes away from Betsy Ross and Tacony Palmyra Bridges.</p>,<p />Located at a signalized intersection. Great visibility from Route 73. Immediate access to and from NJ Turnpike and Interstate 295. ,4201 Church Street,,Mount Laurel,nj,8054,Burlington,39.9242,-74.9481,"65

",,0,0,66000,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,10d7491b9b7e980011fe989f60038c15,NULL,NULL,1
758,5090 Central Highway,3,NULL,lease,OFFICE SPACE IN SOUTH JERSEY NEAR PHILADELPHIA,AIRPORT CIRCLE - PENNSAUKEN,"<p>Located at the Airport Circle next to J&J Snack Foods and nearby Cooper River. Minutes from Ben Franklin Bridge and Philadelphia. Easy access to Routes 70, 38 and 130.</p>",<p />Located at the Airport Circle next to J&J Snack Foods and nearby Cooper River. Minutes from Ben Franklin Bridge and Philadelphia. ,5090 Central Highway,,Pennsauken,nj,8009,Camden,39.92975,-75.069813,"63
64
",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,d329f34863b80034b6627731d1b87049,NULL,NULL,1
759,Fries Mill Pavilions,3,NULL,sale,WASHINGTON TWP OFFICE CONDO,DISTRESSED SALE,"<p>2,000-sq ft free standing office condo in exclusive Fries Mill Pavilions for sale. Located 1 mile from both Kennedy Hospital and New Virtua Medical Complex. Ownership must sell.</p>","<p>2,000-sq ft free standing office condo in exclusive Fries Mill Pavilions for sale. Located 1 mile from both Kennedy Hospital and New Virtua Medical Complex. Ownership must sell.</p>","188 Fries Mill Road, Suite J",,Sewell,nj,,,39.7316409,-75.048834,"67 

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,872cc55397e67ccf567bec7e941bad7c,NULL,NULL,1
760,503 White Horse Pike,3,NULL,sale,FOR SALE,REMODELED OFFICE BUILDING,<p>Completely remodeled.</p>,<p>Completely remodeled.</p>,503 White Horse Pike,,Haddon Heights,nj,8035,,39.878815,-75.051671,"64 

",SOLD,0,0,0,Office,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,6bba7e965a463a66b87037b69cabd92d,NULL,NULL,1
762,Harbor Pavilions,3,NULL,lease,WASHINGTON TWP MEDICAL OFFICE SPACE,FOR LEASE,<p>Harbor Pavilions medical suite for lease. Directly across street from Kennedy Hospital. Corner unit in B building which has never been available until now.</p>,<p>Harbor Pavilions medical suite for lease. Directly across street from Kennedy Hospital. Corner unit in B building which has never been available until now.</p>,"570 Egg Harbor Road, Suite B-3",,Sewell,nj,8080,Gloucester,39.73439899,-75.06208266,67 ,,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,d9f69258399d7b529ca14cbac6324312,NULL,NULL,1
763,801 Centerton Rd,3,NULL,"sale
lease",SALE/LEASE,FREE STANDING BUILDING,<p>Corner lot at a signalized intersection.</p>,<p>Corner lot at a signalized intersection.</p>,801 Centerton Rd,,Mount Laurel,nj,,,39.9932588,-74.880945,"64 

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,7fe4de95bad58d048de8f240a3f26f48,NULL,NULL,1
764,Staffordshire Office Park,3,NULL,"sale
lease",OFFICE CONDO,FOR SALE/LEASE,<p>SALE - LEASE BACK AVAILABLE: Owner will remain in Unit A on long term lease.</p>,<p>SALE - LEASE BACK AVAILABLE: Owner will remain in Unit A on long term lease.</p>,"1307 White Horse Rd., Bldg. F",,Voorhees,nj,,,39.8547219,-74.9813486,"63 

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,efd8830de5a1af89fca312aca974840d,NULL,NULL,1
765,303 Harper Drive,3,NULL,sale,"12,500 SF OFFICE FOR SALE",EXPANSION POSSIBILITIES,<p>Expansion possibilities available.</p>,<p>Expansion possibilities available.</p>,303 Harper Drive,,Moorestown,nj,8057,Burlington,39.94759459,-74.95408006,"64 

",SOLD,0,0,0,SRC-1 (specially restricted commercial),0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,9165f44e4df5eb087fd11d518217511a,NULL,NULL,1
766,Alluvium Corporate Center,3,NULL,sale,"FOR SALE: 1,888 SF FLEX CONDO UNIT VOORHEES, NJ",ALLUVIUM CORPORATE CENTER,"<p>Flex condo unit in Alluvium Corporate Center. The unit has 1,033 SF of office/showroom and 855 SF of warehouse with drive-in door. Good overall condition and great regional location.</p>","<p>Flex condo unit in Alluvium Corporate Center. The unit has 1,033 SF of office/showroom and 855 SF of warehouse with drive-in door. Good overall condition and great regional location.</p>",110 Kresson-Gibbsboro Rd Ste 7,,Voorhees,nj,8043,Camden,39.84257,-74.945319,"68

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,d6214b04f3ed04a25e244e38c90883e4,NULL,NULL,1
767,1867 Greentree Road,3,NULL,"sale
lease",FREE STANDING BUILDING,SALE/LEASE,<p>Freestanding building on Greentree Road in Cherry Hill.</p><p>Zoning:  Business - 2 (B-2)</p><p>Parking:  19 +/- spaces</p>,"Freestanding building on Greentree Road in Cherry Hill.<br />
Zoning:  Business - 2 (B-2)<br />
Parking:  19 +/- spaces",1867 Greentree Road,,Cherry Hill,nj,,,39.904874,-74.970547,"64 

",SOLD,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,1dd76c905daef5712cb2625197b14425,NULL,NULL,1
768,100 North Black Horse Pike,3,NULL,sale,,,"<p>Newly renovated, two story, 9,000 square foot office building with additional 4,000 square foot lower office level which is finished office space.</p><p>Located directly on Black Horse Pike.</p><p>High traffic counts and great signage.</p>","Newly renovated, two story, 9,000 square foot office building with additional 4,000 square foot lower office level which is finished office space.  ",100 North Black Horse Pike,,Williamstown,nj,8094,Gloucester,39.69105821,-74.99360427,"67

",,0,0,0,Highway Commercial,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,f88caf30955b98c8cb3d1bddf5fd7487,NULL,NULL,1
1039,200-300 White Horse Road,6,NULL,sale,,,<p>Located just outside the redeveloped Voorhees Town Center.  Close proximity to White Horse Pike and High Speedline.  Surrounded by a wide variety of commercial and dense housing.  Excellent visibility from both directions of traffic.</p>,Located just outside the redeveloped Voorhees Town Center.  Close proximity to White Horse Pike and High Speedline.,200-300 White Horse Road,,Voorhees,nj,8043,Camden,39.842188,-74.995886,"65

",INVESTMENT,0,0,0,Commercial,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},1039,1bb2733582b44624cc726167e3fe75bba4ce5d71,,,1
770,614 Haddonfield Road,3,NULL,"sale
lease",SALE/LEASE,FREE STANDING BUILDING,<p>Free standing building on Haddonfield Road.</p><p>Parking:&nbsp; 58+/- Spaces</p><p>Zoning:&nbsp; B-2 (Business - 2)</p>,"Free standing building on Haddonfield Road.<br />
Parking:  58+/- spaces<br />
Zoning:  B-2 (Business - 2)",614 Haddonfield Road,,Cherry Hill,nj,8002,Camden,39.93127114,-75.03118019,"64 

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,2ab7ee1a8a78940a4f1331ea0e99aa05,NULL,NULL,1
771,200 Haddonfield Berlin Road,3,NULL,sale,FREE-STANDING OFFICE BLDG AT TRAFFIC LIGHT,FOR SALE,"<p>5,300 SF office condo on heavily traveled Rt 561 on Voorhees/Gibbsboro border. New traffic light added in front of property. Priced below market value, was previously listed for $900,000.</p>","<p>5,300 SF office condo on heavily traveled Rt 561 on Voorhees/Gibbsboro border. New traffic light added in front of property. Priced below market value, was previously listed for $900,000.</p>",200 Haddonfield Berlin Road,,Voorhees,nj,,,39.8582521,-74.9870942,"63 
67 
",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,988d176994a475440a63f37344c518af,NULL,NULL,1
772,Woodbury Surgical Building,3,NULL,"sale
lease",MEDICAL OFFICE BUILDING,FOR SALE,"<p>Class A medical office building. 25 seat waiting area with cathedral ceilings. 6 exam rooms, 1 procedure room, large employee lounge, 4 private doctors offices, large administrative area with 6 workstations. One block from Underwood Memorial Hospital.</p>","<p />Class A medical office building. 25 seat waiting area with cathedral ceilings. 6 exam rooms, 1 procedure room, large employee lounge, 4 private doctors offices.",127 North Broad St,,Woodbury,nj,8096,Gloucester,39.84051807,-75.15182215,"67

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,9c4b17c04414643c7425c40511d5c5af,NULL,NULL,1
773,124 Haddon Avenue,3,NULL,"sale
lease",DOWNTOWN HADDONFIELD PROPERTY,OFFICE/RETAIL BUILDING WITH APARTMENT,<p>3/4 bedroom apartment available - 2nd floor</p>,<p>3/4 bedroom apartment available - 2nd floor</p>,124 Haddon Avenue,,Haddonfield,nj,,,39.900797,-75.036975,"64

",Price Reduced,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,e345783a913670b89c96839d9f17cd12,NULL,NULL,1
774,607-609 White Horse Pike S.,3,NULL,"sale
lease",Heading 1,Heading 2,<p>Free standing building on White Horse Pike South in Audubon.</p><p>Zoning:&nbsp; A-1 Business District</p><p>Parking:&nbsp; 18 spaces</p>,"Free standing building on White Horse Pike South in Audubon.<br />
Zoning:  A-1 Business District<br />
Parking:  18 spaces",607-609 White Horse Pike S.,,Audubon,nj,,,39.8887978,-75.0627489,"64 

",,0,0,0,,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,479ec6612061be8f320201aa3f8b8e7c,NULL,NULL,1
775,170 Grove Street,3,NULL,sale,FREE STANDING BUILDING,HISTORIC HADDONFIELD,<p>Free Standing Building on Grove Street in Historic Haddonfield.</p><p>Zoning:  Commercial - Retail - Professional</p><p>Parking:  20 +/- spaces</p>,"Free standing building on Grove Street in Historic Haddonfield.<br /><br />
,Zoning:  Commercial - Retail - Professional<br /><br />
,Parking:  20+/- spaces",170 Grove Street,,Haddonfield,nj,8033,Camden,39.90329508,-75.03220284,"64 
68 
",SOLD,0,0,0,C - Commercial,0,{demograph,{demograph,{demograph,{demograph,{demographics_row_1:value},{demographics_row_2:value},{demographics_row_3:value},{demographics_row_4:value},{demographics_row_5:value},NULL,5babacb517123b6b6fe640e3dd7bd572,NULL,NULL,1
